user_id,age,annual_income,monthly_income,current_savings,monthly_investment_capacity,risk_profile,financial_goal,investment_horizon,dependents,tax_bracket,esg_preference,health_risk,investment_knowledge,emergency_fund_months,existing_epf_balance,existing_ppf_balance,existing_nps_balance,recommended_investments
656,21,3343530,278627,381923,21328,Moderate,Retirement,Long Term,0,5%,Medium,Medium,Beginner,20,4913093,1914089,1605438,"NPS, PPF"
657,44,668300,55691,1046082,54198,Conservative,Child Education,Short Term,1,20%,High,Low,Intermediate,17,2063297,374428,411015,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
658,22,1777044,148087,8834167,28526,Conservative,Tax Saving,Short Term,3,30%,Low,Medium,Beginner,9,3826913,503630,775192,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
659,44,1737470,144789,17730727,115696,Aggressive,Retirement,Short Term,1,5%,Low,Low,Advanced,12,3139481,666792,1257345,"NPS, PPF, REITs"
660,48,2351431,195952,1600053,51571,Aggressive,Child Education,Short Term,2,5%,Low,High,Intermediate,4,4263673,1224909,1857729,REITs
661,52,2055211,171267,2781589,125382,Aggressive,Emergency Fund,Short Term,1,30%,Medium,High,Advanced,11,4182457,1088196,973639,REITs
662,32,2999648,249970,12595288,139750,Aggressive,House Purchase,Long Term,3,20%,Medium,High,Intermediate,20,4898801,1362597,76765,"Mutual Funds, Stocks, Index Funds, REITs"
663,34,2141519,178459,6861566,120510,Conservative,House Purchase,Short Term,2,20%,Medium,High,Beginner,11,2135146,1154591,177752,"Fixed Deposit, PPF, Bonds, REITs"
664,29,1004879,83739,9950168,118524,Aggressive,Child Education,Short Term,4,5%,Medium,High,Advanced,10,3574405,946132,980525,"Mutual Funds, Stocks, Index Funds, REITs"
665,48,3730544,310878,12381654,132427,Moderate,Child Education,Medium Term,0,5%,Medium,Low,Intermediate,20,636598,753072,1890531,REITs
666,26,2770594,230882,16886436,136425,Aggressive,Tax Saving,Short Term,2,5%,Low,Low,Beginner,11,321127,1145099,420073,"NPS, Stocks, PPF, Insurance, REITs"
667,42,1949588,162465,11097504,67542,Moderate,Tax Saving,Long Term,2,5%,High,High,Beginner,24,4556068,1913404,547640,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
668,21,2812171,234347,9507157,92867,Moderate,House Purchase,Long Term,5,5%,Medium,High,Advanced,24,1252260,1815014,833629,REITs
669,35,2203595,183632,7092237,126371,Conservative,Emergency Fund,Long Term,4,20%,High,Medium,Intermediate,2,2626262,1773774,393942,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
670,48,3803819,316984,7082497,116997,Moderate,Emergency Fund,Short Term,2,5%,High,Low,Intermediate,23,81211,1048157,1699534,"REITs, ESG Mutual Funds"
671,63,3275124,272927,11452542,61111,Moderate,House Purchase,Long Term,3,30%,High,Medium,Intermediate,18,194949,1190296,1647014,"REITs, ESG Mutual Funds"
672,23,1467146,122262,5207022,88573,Aggressive,Tax Saving,Long Term,4,30%,Medium,Medium,Beginner,12,534431,1120907,810410,"NPS, Stocks, PPF, Insurance, REITs"
673,33,4282723,356893,3695298,88203,Aggressive,House Purchase,Long Term,2,5%,Low,Low,Advanced,17,1490119,67232,1733243,"Mutual Funds, Stocks, Index Funds, REITs"
674,65,4398785,366565,950550,50940,Conservative,Retirement,Medium Term,2,5%,Low,Medium,Advanced,16,587030,953498,120488,"NPS, PPF, Bonds, Fixed Deposit, REITs"
675,44,4649759,387479,420678,47043,Moderate,House Purchase,Medium Term,1,5%,Low,High,Intermediate,15,576825,815777,1894960,"PPF, Index Funds, REITs"
676,40,3925562,327130,15980974,43623,Aggressive,Emergency Fund,Medium Term,4,5%,High,High,Advanced,14,2310566,423001,15609,ESG Mutual Funds
677,30,4039067,336588,2196478,106657,Aggressive,Wealth Creation,Long Term,2,30%,Medium,Medium,Intermediate,18,327866,1546210,191056,"Mutual Funds, Stocks, Index Funds, REITs"
678,39,4127777,343981,11686067,79974,Moderate,Emergency Fund,Short Term,3,5%,Low,High,Advanced,13,3840540,806700,1910155,REITs
679,63,1838842,153236,19129562,27043,Moderate,Tax Saving,Short Term,1,5%,Medium,High,Advanced,9,559888,1463904,1523660,"NPS, Insurance, PPF"
680,34,4439673,369972,13850204,146919,Conservative,Child Education,Short Term,0,30%,Medium,Medium,Intermediate,5,2120360,434890,1061294,"Fixed Deposit, PPF, Bonds, REITs"
681,23,4176941,348078,946503,21187,Aggressive,Tax Saving,Long Term,5,20%,Medium,Medium,Advanced,12,1630775,831886,79219,"NPS, Stocks, PPF, Insurance, Mutual Funds"
682,21,2402233,200186,3898113,37777,Moderate,Tax Saving,Long Term,3,20%,Medium,Low,Beginner,17,2032506,1496488,1992333,"NPS, Insurance, PPF"
683,49,1476550,123045,15847014,75175,Conservative,Wealth Creation,Short Term,4,5%,Low,Medium,Beginner,17,3278683,353272,162708,"Fixed Deposit, PPF, Bonds, REITs"
684,63,394041,32836,9218824,42238,Moderate,Child Education,Short Term,1,30%,Low,High,Advanced,6,3708252,1461174,100151,"Insurance, Mutual Funds, Fixed Deposit"
685,65,2886411,240534,14947721,15740,Aggressive,Retirement,Short Term,3,5%,Low,Medium,Beginner,6,766604,33635,884332,"NPS, PPF"
686,22,422137,35178,11361757,52371,Aggressive,Tax Saving,Short Term,1,5%,High,Low,Advanced,5,369203,871744,1074790,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
687,27,3044261,253688,10877329,149339,Aggressive,Wealth Creation,Long Term,1,30%,Medium,Medium,Beginner,7,1793316,222057,747794,"Mutual Funds, Stocks, Index Funds, REITs"
688,41,1756443,146370,553134,107418,Aggressive,Child Education,Short Term,3,5%,Medium,Low,Beginner,21,2335871,1363033,1308432,REITs
689,44,668586,55715,2309262,59294,Moderate,Child Education,Long Term,3,5%,High,High,Advanced,5,2113427,198693,1258012,"REITs, ESG Mutual Funds"
690,41,3559523,296626,4510438,89044,Conservative,Tax Saving,Long Term,2,30%,Medium,Low,Intermediate,0,4907645,941435,801890,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
691,53,2249726,187477,16941973,5484,Conservative,Retirement,Long Term,0,20%,Low,High,Intermediate,24,2043009,1299743,166492,"Fixed Deposit, PPF, Bonds, NPS"
692,24,1453899,121158,12616927,132738,Moderate,Wealth Creation,Short Term,3,5%,High,Low,Beginner,23,3722245,1550331,1839898,"REITs, ESG Mutual Funds"
693,42,1426313,118859,9382374,85240,Aggressive,Retirement,Long Term,3,30%,Medium,Low,Beginner,23,2778896,718753,508032,"NPS, PPF, REITs"
694,34,4824074,402006,1864421,67100,Aggressive,Tax Saving,Long Term,1,30%,Medium,High,Intermediate,5,3710792,1320749,12672,"NPS, Stocks, PPF, Insurance, REITs"
695,25,4424194,368682,2398304,52453,Conservative,Tax Saving,Short Term,1,5%,Low,Low,Advanced,17,1714407,495578,1064146,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
696,26,3875558,322963,15722411,83648,Conservative,Tax Saving,Short Term,1,20%,Low,High,Beginner,9,2393713,1208844,940092,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
697,61,1989474,165789,9172134,128136,Conservative,Child Education,Medium Term,3,5%,Medium,Medium,Intermediate,16,3635878,1594515,326900,"Fixed Deposit, PPF, Bonds, REITs"
698,51,466187,38848,12848308,114039,Conservative,Child Education,Long Term,4,5%,High,High,Beginner,8,3191447,972347,641408,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
699,50,2675869,222989,12637840,149362,Aggressive,House Purchase,Short Term,2,5%,High,Medium,Beginner,4,1590696,8767,26915,"REITs, ESG Mutual Funds"
700,53,3439502,286625,16540450,108051,Moderate,House Purchase,Long Term,2,20%,Medium,Medium,Advanced,18,597557,857289,1855978,REITs
701,23,1344193,112016,12962618,44562,Conservative,House Purchase,Medium Term,5,20%,High,High,Intermediate,20,3088522,1460572,121015,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
702,62,3532408,294367,14278432,66694,Conservative,House Purchase,Short Term,2,30%,High,High,Beginner,22,1240543,548050,1269690,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
703,50,1536207,128017,8582490,66858,Aggressive,Emergency Fund,Long Term,1,5%,Low,Low,Advanced,22,3224142,833967,1480735,REITs
704,58,974010,81167,17449215,51498,Moderate,Wealth Creation,Medium Term,2,30%,Medium,High,Advanced,21,3211063,1229098,645878,REITs
705,47,1045524,87127,3716629,92280,Conservative,Child Education,Long Term,1,30%,Medium,High,Intermediate,0,1412630,1712092,1031218,"Fixed Deposit, PPF, Bonds, REITs"
706,21,1112610,92717,2393491,111534,Aggressive,House Purchase,Long Term,2,30%,Medium,Low,Beginner,11,1563636,1476493,281714,"Mutual Funds, Stocks, Index Funds, REITs"
707,33,4380816,365068,6156380,133757,Conservative,House Purchase,Long Term,1,5%,Low,Low,Advanced,5,1609646,543900,1892204,"Fixed Deposit, PPF, Bonds, REITs"
708,47,3997114,333092,3713991,45548,Conservative,Child Education,Short Term,3,5%,Medium,Low,Intermediate,0,4912758,492369,1002222,"Fixed Deposit, PPF, Bonds"
709,52,1145648,95470,368987,18005,Moderate,Retirement,Long Term,4,5%,Low,Low,Advanced,0,3151313,1264550,1090674,"NPS, PPF"
710,38,4376244,364687,15929023,90350,Aggressive,House Purchase,Medium Term,2,30%,Medium,Medium,Beginner,11,3342619,793637,1280959,REITs
711,24,3286589,273882,11131527,28260,Conservative,House Purchase,Long Term,3,30%,Low,Low,Advanced,3,4451241,586085,1994521,"Fixed Deposit, PPF, Bonds"
712,65,2384884,198740,12412455,120467,Aggressive,Tax Saving,Long Term,3,30%,Medium,High,Beginner,0,2702671,34876,1329127,"NPS, Insurance, PPF, REITs"
713,44,683814,56984,10972813,118472,Conservative,Emergency Fund,Medium Term,3,30%,High,Low,Intermediate,13,3994000,1380636,1797468,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
714,65,1142683,95223,12963709,79034,Aggressive,Wealth Creation,Long Term,1,30%,High,High,Advanced,1,1072578,1044224,1671054,"REITs, ESG Mutual Funds"
715,26,2827892,235657,18462882,124369,Conservative,House Purchase,Short Term,3,30%,High,Low,Beginner,6,1429695,1579685,1980151,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
716,63,1050208,87517,3588975,116004,Aggressive,Retirement,Short Term,2,20%,Medium,Low,Advanced,8,3995513,1995448,1882216,"NPS, PPF, REITs"
717,63,1332621,111051,4605229,142127,Aggressive,Tax Saving,Medium Term,0,30%,Medium,Low,Advanced,24,542466,1350537,719796,"NPS, Insurance, PPF, REITs"
718,45,3501516,291793,18904233,116547,Conservative,Wealth Creation,Medium Term,0,20%,Low,Low,Beginner,10,4967737,1965473,394592,"Fixed Deposit, PPF, Bonds, REITs"
719,28,3384801,282066,4325420,84148,Moderate,Emergency Fund,Long Term,0,20%,Low,High,Advanced,6,3256000,888560,670339,REITs
720,44,1359542,113295,17489962,60233,Conservative,House Purchase,Short Term,4,20%,Medium,Low,Intermediate,7,4192900,1426023,955849,"Fixed Deposit, PPF, Bonds, REITs"
721,30,2677271,223105,4944608,11003,Aggressive,Child Education,Medium Term,4,30%,Low,Medium,Advanced,18,4012126,1323464,1737883,"Mutual Funds, Stocks, Index Funds"
722,34,4452575,371047,9830952,100751,Conservative,Child Education,Short Term,5,5%,High,Low,Advanced,23,440958,1936002,1814942,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
723,32,4389485,365790,13196890,80407,Aggressive,Wealth Creation,Short Term,4,20%,Medium,Medium,Advanced,15,2921812,1589041,820747,"Mutual Funds, Stocks, Index Funds, REITs"
724,46,902496,75208,17761520,76197,Moderate,Tax Saving,Short Term,5,30%,Medium,Low,Beginner,10,4868611,1815830,1688357,"NPS, Insurance, PPF, REITs"
725,24,2850757,237563,15402243,44911,Aggressive,Wealth Creation,Medium Term,5,20%,Medium,Low,Beginner,6,1641273,1542075,1365745,"Mutual Funds, Stocks, Index Funds"
726,21,3338570,278214,19366685,28725,Aggressive,Wealth Creation,Medium Term,3,30%,Low,Low,Beginner,11,3975157,376717,1981941,"Mutual Funds, Stocks, Index Funds"
727,24,1284376,107031,17345134,90732,Aggressive,House Purchase,Short Term,5,30%,Medium,Low,Beginner,3,2020441,831824,1024722,"Mutual Funds, Stocks, Index Funds, REITs"
728,40,1746925,145577,12645382,25491,Moderate,Tax Saving,Medium Term,2,30%,High,Medium,Intermediate,0,1006636,244585,173302,"NPS, Insurance, PPF, ESG Mutual Funds"
729,28,4403861,366988,17154321,60965,Conservative,Emergency Fund,Long Term,4,20%,Medium,High,Advanced,3,4973429,379787,805222,"Fixed Deposit, PPF, Bonds, REITs"
730,51,3937774,328147,10061412,34829,Conservative,Child Education,Short Term,5,30%,Low,Medium,Advanced,0,3303404,1166142,1714343,"Fixed Deposit, PPF, Bonds"
731,55,4746697,395558,16443462,18759,Aggressive,Emergency Fund,Long Term,5,30%,Low,Low,Advanced,3,1515520,1807752,1256409,"Index Funds, Stocks, Bonds"
732,41,1332178,111014,1363426,35768,Aggressive,Wealth Creation,Long Term,1,5%,High,Medium,Beginner,2,1046203,1061469,626163,ESG Mutual Funds
733,44,4866985,405582,5808047,112900,Aggressive,Retirement,Short Term,2,5%,High,Medium,Advanced,17,3732261,293297,1210206,"NPS, PPF, REITs, ESG Mutual Funds"
734,52,2925097,243758,17587769,94305,Aggressive,Emergency Fund,Long Term,1,30%,Low,High,Beginner,7,308146,394419,297097,REITs
735,40,2105336,175444,4553273,146722,Conservative,Emergency Fund,Medium Term,2,5%,High,High,Intermediate,2,4612464,534705,546673,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
736,45,1670022,139168,13473765,121555,Conservative,Child Education,Long Term,3,30%,Low,High,Beginner,2,2259888,1327748,1461301,"Fixed Deposit, PPF, Bonds, REITs"
737,62,1915875,159656,12537022,149755,Aggressive,Tax Saving,Long Term,4,5%,Medium,Low,Intermediate,13,3178795,54336,1265856,"NPS, Insurance, PPF, REITs"
738,36,950323,79193,9113898,34668,Aggressive,Retirement,Long Term,4,20%,Low,Medium,Advanced,2,3043550,1906825,699436,"NPS, PPF"
739,38,1527501,127291,7625432,73734,Conservative,Retirement,Medium Term,1,20%,Low,Low,Beginner,16,2571524,1234859,1722481,"NPS, PPF, Bonds, Fixed Deposit, REITs"
740,52,1101452,91787,17798956,93462,Aggressive,Emergency Fund,Medium Term,4,20%,High,Low,Beginner,5,2667547,1984975,1576791,"REITs, ESG Mutual Funds"
741,45,1815590,151299,11632080,141377,Aggressive,Emergency Fund,Medium Term,3,30%,Low,Medium,Beginner,21,4308098,1495736,326088,REITs
742,63,1360054,113337,4837215,101300,Aggressive,Tax Saving,Medium Term,0,30%,High,Medium,Advanced,24,2089699,1422320,1276542,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
743,47,4140192,345016,6193968,117070,Moderate,House Purchase,Long Term,2,20%,Medium,High,Advanced,7,2560097,1333023,1799191,REITs
744,26,2864074,238672,13690372,83982,Conservative,Tax Saving,Short Term,0,30%,Low,Low,Beginner,18,481602,177387,1559042,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
745,39,4948629,412385,16587319,4803,Moderate,Tax Saving,Long Term,5,5%,Medium,Medium,Advanced,21,4466173,1463564,261497,"NPS, Insurance, PPF"
746,46,416603,34716,6431516,3911,Aggressive,House Purchase,Long Term,4,30%,Medium,Low,Advanced,21,4430119,1434615,1277571,"Stocks, Bonds, Index Funds"
747,64,4691573,390964,7602048,47826,Conservative,Child Education,Short Term,4,20%,Low,Medium,Intermediate,12,1430123,782832,237467,"Fixed Deposit, PPF, Bonds"
748,42,2395182,199598,18139852,32897,Moderate,Child Education,Medium Term,2,20%,Low,Low,Advanced,20,4771792,825484,456053,"NPS, Insurance, Stocks"
749,50,4395875,366322,1979270,95256,Conservative,Emergency Fund,Medium Term,2,20%,Medium,Low,Beginner,11,1561604,843197,743508,"Fixed Deposit, PPF, Bonds, REITs"
750,21,1150082,95840,14505377,130986,Conservative,Retirement,Long Term,4,5%,Medium,Low,Intermediate,0,1305522,1613648,1377060,"NPS, PPF, Bonds, Fixed Deposit, REITs"
751,37,2196624,183052,15844026,105640,Moderate,Child Education,Medium Term,3,5%,High,Medium,Beginner,14,3685591,339391,293337,"REITs, ESG Mutual Funds"
752,43,3940321,328360,244958,96171,Aggressive,Wealth Creation,Short Term,1,20%,Low,Low,Intermediate,13,2778420,1889529,66283,REITs
753,31,1969265,164105,16132470,71677,Conservative,House Purchase,Medium Term,4,20%,High,High,Beginner,10,3354403,1052473,1522520,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
754,45,1402411,116867,3732021,30279,Conservative,Wealth Creation,Short Term,2,30%,Low,High,Beginner,1,2870086,901072,1252181,"Fixed Deposit, PPF, Bonds"
755,21,3943411,328617,16162603,77881,Moderate,House Purchase,Short Term,3,5%,High,Low,Advanced,16,1567497,523169,589590,"REITs, ESG Mutual Funds"
756,28,2510655,209221,8349835,114501,Conservative,House Purchase,Long Term,0,30%,High,High,Advanced,5,1582670,1792796,1239828,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
757,61,1547604,128967,7746856,33578,Conservative,House Purchase,Short Term,2,5%,Low,Medium,Beginner,19,1674731,190705,1812673,"Fixed Deposit, PPF, Bonds"
758,24,3490629,290885,13716625,139618,Moderate,Tax Saving,Long Term,1,5%,Medium,Medium,Intermediate,1,4277046,895636,1350299,"NPS, Insurance, PPF, REITs"
759,24,2852569,237714,3742831,72581,Moderate,Child Education,Medium Term,5,20%,Low,Medium,Beginner,5,343002,1123,109325,REITs
760,63,2998108,249842,7162786,76794,Moderate,Child Education,Long Term,0,20%,Low,Medium,Intermediate,11,2804161,638282,233892,REITs
761,27,414601,34550,18564269,36159,Moderate,Child Education,Long Term,2,30%,High,High,Advanced,11,1998604,1363669,578702,ESG Mutual Funds
762,34,3521639,293469,2976992,29883,Conservative,Tax Saving,Long Term,4,5%,Low,High,Advanced,6,1618393,1477779,934847,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
763,27,928135,77344,18390148,91888,Moderate,Tax Saving,Medium Term,1,30%,High,Low,Beginner,4,1608152,877055,1154473,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
764,37,3213695,267807,12331325,119566,Aggressive,Tax Saving,Short Term,3,5%,Medium,Medium,Advanced,16,183499,350088,1256516,"NPS, Insurance, PPF, REITs"
765,38,1381578,115131,9769254,13913,Aggressive,Retirement,Long Term,1,30%,Medium,Medium,Advanced,17,4307446,157256,347116,"NPS, PPF"
766,49,4572136,381011,12939949,149455,Moderate,House Purchase,Long Term,2,5%,Low,Low,Beginner,18,1827103,1241750,1461131,REITs
767,21,4601641,383470,15332063,134072,Aggressive,Tax Saving,Long Term,2,20%,Low,Medium,Advanced,8,4631777,249777,358841,"NPS, Stocks, PPF, Insurance, REITs"
768,35,682625,56885,17953497,64447,Moderate,Retirement,Long Term,1,20%,Low,Medium,Beginner,20,2088831,1726816,440344,"NPS, PPF, REITs"
769,55,1274629,106219,96974,93085,Aggressive,Emergency Fund,Medium Term,2,5%,High,High,Intermediate,23,1120815,856357,1883946,"REITs, ESG Mutual Funds"
770,60,2773761,231146,10942947,17011,Aggressive,Retirement,Medium Term,1,30%,Medium,Low,Intermediate,0,4507943,1378494,1820290,"NPS, PPF"
771,58,1192906,99408,12867154,69461,Aggressive,Tax Saving,Long Term,4,5%,Medium,Low,Intermediate,8,1710593,1219837,1320787,"NPS, Insurance, PPF, REITs"
772,46,1605615,133801,15017152,62744,Aggressive,Tax Saving,Medium Term,2,5%,Medium,Low,Intermediate,5,3853643,388031,1710432,"NPS, Insurance, PPF, REITs"
773,32,1884271,157022,19164550,130586,Aggressive,Wealth Creation,Long Term,2,5%,Medium,Low,Beginner,12,1575783,145655,300988,"Mutual Funds, Stocks, Index Funds, REITs"
774,25,3876860,323071,8279353,121281,Aggressive,House Purchase,Short Term,5,30%,Low,High,Beginner,19,836595,792461,805286,"Mutual Funds, Stocks, Index Funds, REITs"
775,22,1223044,101920,504731,13466,Conservative,Wealth Creation,Short Term,2,5%,High,High,Beginner,0,892035,1137432,1543779,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
776,42,1012739,84394,6838787,38498,Moderate,Emergency Fund,Medium Term,1,20%,Medium,Medium,Beginner,7,468717,1139857,1451315,"NPS, Insurance, Mutual Funds"
777,22,673509,56125,3499909,144774,Moderate,Retirement,Long Term,3,5%,Low,Low,Beginner,7,3583071,808206,309070,"NPS, PPF, REITs"
778,43,2706240,225520,7629422,102858,Aggressive,Tax Saving,Short Term,3,5%,Low,Low,Beginner,9,2997315,159991,1291209,"NPS, Insurance, PPF, REITs"
779,42,1292799,107733,12146154,24230,Conservative,Emergency Fund,Short Term,1,20%,High,Medium,Advanced,5,3567209,315034,1873003,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
780,63,2829700,235808,9680308,93327,Conservative,Child Education,Medium Term,5,20%,Medium,High,Beginner,0,1246907,1631131,1375425,"Fixed Deposit, PPF, Bonds, REITs"
781,30,2986502,248875,5008680,104393,Moderate,Tax Saving,Medium Term,0,5%,High,Medium,Advanced,8,1213561,189681,677492,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
782,29,1825655,152137,12969040,94434,Moderate,House Purchase,Medium Term,3,30%,Medium,High,Advanced,10,1159484,1682211,1979774,REITs
783,62,2362826,196902,12907562,111749,Aggressive,House Purchase,Long Term,4,20%,High,High,Beginner,12,701436,1218369,1499298,"REITs, ESG Mutual Funds"
784,47,4720342,393361,19440315,59497,Aggressive,Retirement,Short Term,2,5%,Low,Low,Intermediate,17,3975582,280164,1931275,"NPS, PPF, REITs"
785,28,799771,66647,11772158,96596,Conservative,Child Education,Medium Term,1,30%,Medium,Low,Beginner,7,468635,1566562,288990,"Fixed Deposit, PPF, Bonds, REITs"
786,28,1500213,125017,12715482,8906,Aggressive,House Purchase,Medium Term,0,30%,Low,High,Advanced,2,3999911,1756233,1245552,"Mutual Funds, Stocks, Index Funds"
787,31,553216,46101,4978698,97746,Conservative,Retirement,Short Term,0,5%,High,Medium,Beginner,24,1530287,985168,1559354,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
788,29,4724571,393714,10099810,125256,Moderate,Tax Saving,Medium Term,3,30%,High,Low,Intermediate,3,1307677,125830,1847920,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
789,62,569434,47452,5874385,133935,Conservative,Retirement,Medium Term,3,30%,Medium,High,Advanced,8,4798830,1052502,641799,"NPS, PPF, Bonds, Fixed Deposit, REITs"
790,35,3854003,321166,5311356,73257,Conservative,Emergency Fund,Medium Term,1,30%,Low,Medium,Advanced,1,1836320,822693,385233,"Fixed Deposit, PPF, Bonds, REITs"
791,56,947678,78973,15768107,127151,Moderate,Tax Saving,Long Term,3,20%,Low,Low,Intermediate,20,3558631,408379,566062,"NPS, Insurance, PPF, REITs"
792,27,1175771,97980,2660822,97080,Aggressive,Child Education,Short Term,1,20%,Low,High,Beginner,2,1777629,1252232,23020,"Mutual Funds, Stocks, Index Funds, REITs"
793,40,1874909,156242,18561690,54881,Aggressive,Retirement,Short Term,2,5%,High,High,Beginner,18,4058467,95799,100765,"NPS, PPF, REITs, ESG Mutual Funds"
794,41,1081909,90159,10405060,4222,Moderate,Child Education,Medium Term,4,5%,Medium,Medium,Advanced,11,1086466,1473578,1414919,"Mutual Funds, Gold, Fixed Deposit"
795,53,1147273,95606,16900267,41370,Conservative,Emergency Fund,Medium Term,3,30%,Low,Medium,Beginner,4,3884816,165156,1856407,"Fixed Deposit, PPF, Bonds"
796,61,1082580,90215,7820202,58530,Aggressive,Tax Saving,Short Term,5,5%,High,High,Advanced,19,4389650,1950827,1611946,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
797,42,4053736,337811,4452260,90872,Moderate,Child Education,Long Term,3,5%,High,High,Intermediate,7,1751714,1280074,1272713,"REITs, ESG Mutual Funds"
798,25,1578435,131536,19072036,132422,Conservative,Retirement,Short Term,2,30%,Low,Medium,Beginner,14,2631663,355923,1958857,"NPS, PPF, Bonds, Fixed Deposit, REITs"
799,39,1654529,137877,2337131,75431,Aggressive,Child Education,Medium Term,0,5%,Low,High,Intermediate,8,3970000,536926,1600433,REITs
800,49,1478156,123179,4209616,129994,Conservative,Child Education,Medium Term,3,20%,High,High,Beginner,14,3076373,1074746,1771748,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
801,60,2931048,244254,12588724,23886,Aggressive,House Purchase,Long Term,3,20%,High,Low,Advanced,20,478642,1554078,1657988,ESG Mutual Funds
802,36,366630,30552,5236247,29603,Moderate,House Purchase,Short Term,4,20%,Low,Low,Intermediate,14,784361,731775,977016,"Bonds, Insurance, REITs"
803,27,1019931,84994,6098970,30402,Moderate,House Purchase,Short Term,3,20%,Low,Medium,Intermediate,19,4079338,445928,1472810,"Bonds, Mutual Funds, NPS"
804,50,621135,51761,18339890,42826,Moderate,Wealth Creation,Long Term,1,20%,High,Low,Advanced,24,3190060,130862,1963898,ESG Mutual Funds
805,44,3908021,325668,15934991,57946,Conservative,Wealth Creation,Short Term,5,20%,Medium,Medium,Advanced,5,701214,297245,145246,"Fixed Deposit, PPF, Bonds, REITs"
806,38,3697960,308163,2791702,80207,Aggressive,House Purchase,Medium Term,4,5%,High,Medium,Beginner,1,775453,1876859,1890879,"REITs, ESG Mutual Funds"
807,48,3169064,264088,10012478,45131,Conservative,Child Education,Medium Term,3,20%,High,High,Beginner,22,3664009,743843,1913856,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
808,65,3564325,297027,383246,149038,Aggressive,Wealth Creation,Short Term,5,30%,High,High,Beginner,10,2655122,29751,315634,"REITs, ESG Mutual Funds"
809,50,1537207,128100,16808615,84944,Conservative,Tax Saving,Medium Term,2,30%,High,Low,Intermediate,4,3769241,1339904,1212944,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
810,27,606066,50505,7385762,51193,Moderate,Tax Saving,Long Term,1,30%,Medium,Low,Intermediate,6,1603557,1425283,1209713,"NPS, Insurance, PPF, REITs"
811,21,3405935,283827,12256916,6244,Moderate,Child Education,Long Term,0,30%,Medium,High,Intermediate,13,3442574,737629,738640,"Insurance, Fixed Deposit, Gold"
812,28,1774833,147902,15445564,114298,Moderate,Wealth Creation,Long Term,4,5%,High,Medium,Intermediate,9,3669962,1329819,594014,"REITs, ESG Mutual Funds"
813,65,1132360,94363,2990045,29213,Conservative,Tax Saving,Short Term,4,20%,Low,Medium,Advanced,24,4569557,209090,1328598,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
814,49,4522502,376875,19552962,10555,Aggressive,Child Education,Medium Term,1,5%,Medium,High,Intermediate,3,1640478,1795880,984768,"Mutual Funds, Gold, Bonds"
815,47,3620282,301690,305185,100210,Conservative,Emergency Fund,Medium Term,2,30%,Medium,Medium,Intermediate,21,2026305,8719,1887829,"Fixed Deposit, PPF, Bonds, REITs"
816,47,574094,47841,571102,8880,Conservative,Child Education,Long Term,5,30%,Medium,Medium,Beginner,18,3607266,507156,1165470,"Fixed Deposit, PPF, Bonds"
817,46,1916152,159679,13247553,15521,Aggressive,House Purchase,Short Term,5,20%,High,Low,Intermediate,10,4339234,332280,917297,ESG Mutual Funds
818,35,1135320,94610,4288940,134187,Conservative,Tax Saving,Long Term,3,30%,Medium,High,Beginner,10,1709284,195568,195591,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
819,22,3969353,330779,437155,42120,Conservative,Emergency Fund,Long Term,4,5%,High,Medium,Beginner,23,1095116,951490,1330565,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
